Satellite,Timestamp (UTC),Doppler Shift (Hz)
STARLINK-31316,2025-07-13T03:09:03Z,92792.29749
STARLINK-31316,2025-07-13T03:09:04Z,89774.01685
STARLINK-31316,2025-07-13T03:09:05Z,86715.45306
STARLINK-31316,2025-07-13T03:09:06Z,83617.29736
STARLINK-31316,2025-07-13T03:09:07Z,80480.31666
STARLINK-31316,2025-07-13T03:09:08Z,77305.35444
STARLINK-31316,2025-07-13T03:09:09Z,74093.33145
STARLINK-31316,2025-07-13T03:09:10Z,70845.24601
STARLINK-31316,2025-07-13T03:09:11Z,67562.17403
STARLINK-31316,2025-07-13T03:09:12Z,64245.26872
STARLINK-31316,2025-07-13T03:09:13Z,60895.75996
STARLINK-31316,2025-07-13T03:09:14Z,57514.95321
STARLINK-31316,2025-07-13T03:09:15Z,54104.22821
STARLINK-31316,2025-07-13T03:09:16Z,50665.03718
STARLINK-31316,2025-07-13T03:09:17Z,47198.9027
STARLINK-31316,2025-07-13T03:09:18Z,43707.41518
STARLINK-31316,2025-07-13T03:09:19Z,40192.22999
STARLINK-31316,2025-07-13T03:09:20Z,36655.0642
STARLINK-31316,2025-07-13T03:09:21Z,33097.69293
STARLINK-31316,2025-07-13T03:09:22Z,29521.94543
STARLINK-31316,2025-07-13T03:09:23Z,25929.70077
STARLINK-31316,2025-07-13T03:09:24Z,22322.88322
STARLINK-31316,2025-07-13T03:09:25Z,18703.4574
STARLINK-31316,2025-07-13T03:09:26Z,15073.4231
STARLINK-31316,2025-07-13T03:09:27Z,11434.80995
STARLINK-31316,2025-07-13T03:09:28Z,7789.671837
STARLINK-31316,2025-07-13T03:09:29Z,4140.081175
STARLINK-31316,2025-07-13T03:09:30Z,488.1230816
STARLINK-31316,2025-07-13T03:09:31Z,-3164.110565
STARLINK-31316,2025-07-13T03:09:32Z,-6814.527093
STARLINK-31316,2025-07-13T03:09:33Z,-10461.03902
STARLINK-31316,2025-07-13T03:09:34Z,-14101.56999
STARLINK-31316,2025-07-13T03:09:35Z,-17734.06066
STARLINK-31316,2025-07-13T03:09:36Z,-21356.47442
STARLINK-31316,2025-07-13T03:09:37Z,-24966.80307
STARLINK-31316,2025-07-13T03:09:38Z,-28563.07217
STARLINK-31316,2025-07-13T03:09:39Z,-32143.34627
STARLINK-31316,2025-07-13T03:09:40Z,-35705.7339
STARLINK-31316,2025-07-13T03:09:41Z,-39248.3922
STARLINK-31316,2025-07-13T03:09:42Z,-42769.53131
STARLINK-31316,2025-07-13T03:09:43Z,-46267.41845
STARLINK-31316,2025-07-13T03:09:44Z,-49740.38159
STARLINK-31316,2025-07-13T03:09:45Z,-53186.81283
STARLINK-31316,2025-07-13T03:09:46Z,-56605.1714
STARLINK-31316,2025-07-13T03:09:47Z,-59993.98623
STARLINK-31316,2025-07-13T03:09:48Z,-63351.85823
STARLINK-31316,2025-07-13T03:09:49Z,-66677.46214
STARLINK-31316,2025-07-13T03:09:50Z,-69969.54797
STARLINK-31316,2025-07-13T03:09:51Z,-73226.94217
STARLINK-31316,2025-07-13T03:09:52Z,-76448.54832
STARLINK-31316,2025-07-13T03:09:53Z,-79633.34758
STARLINK-31316,2025-07-13T03:09:54Z,-82780.39872
STARLINK-31316,2025-07-13T03:09:55Z,-85888.83786
STARLINK-31316,2025-07-13T03:09:56Z,-88957.87793
STARLINK-31316,2025-07-13T03:09:57Z,-91986.80779
STARLINK-31316,2025-07-13T03:09:58Z,-94974.99116
STARLINK-31316,2025-07-13T03:09:59Z,-97921.86521
STARLINK-31316,2025-07-13T03:10:00Z,-100826.939
STARLINK-31500,2025-07-13T03:09:18Z,190671.2583
STARLINK-31500,2025-07-13T03:09:19Z,189434.965
STARLINK-31500,2025-07-13T03:09:20Z,188172.226
STARLINK-31500,2025-07-13T03:09:21Z,186882.4735
STARLINK-31500,2025-07-13T03:09:22Z,185565.1324
STARLINK-31500,2025-07-13T03:09:23Z,184219.6208
STARLINK-31500,2025-07-13T03:09:24Z,182845.3503
STARLINK-31500,2025-07-13T03:09:25Z,181441.7269
STARLINK-31500,2025-07-13T03:09:26Z,180008.1511
STARLINK-31500,2025-07-13T03:09:27Z,178544.0189
STARLINK-31500,2025-07-13T03:09:28Z,177048.7222
STARLINK-31500,2025-07-13T03:09:29Z,175521.6499
STARLINK-31500,2025-07-13T03:09:30Z,173962.1881
STARLINK-31500,2025-07-13T03:09:31Z,172369.7217
STARLINK-31500,2025-07-13T03:09:32Z,170743.6347
STARLINK-31500,2025-07-13T03:09:33Z,169083.3117
STARLINK-31500,2025-07-13T03:09:34Z,167388.1388
STARLINK-31500,2025-07-13T03:09:35Z,165657.5048
STARLINK-31500,2025-07-13T03:09:36Z,163890.8025
STARLINK-31500,2025-07-13T03:09:37Z,162087.43
STARLINK-31500,2025-07-13T03:09:38Z,160246.7925
STARLINK-31500,2025-07-13T03:09:39Z,158368.3032
STARLINK-31500,2025-07-13T03:09:40Z,156451.3855
STARLINK-31500,2025-07-13T03:09:41Z,154495.4747
STARLINK-31500,2025-07-13T03:09:42Z,152500.0196
STARLINK-31500,2025-07-13T03:09:43Z,150464.4844
STARLINK-31500,2025-07-13T03:09:44Z,148388.3511
STARLINK-31500,2025-07-13T03:09:45Z,146271.1212
STARLINK-31500,2025-07-13T03:09:46Z,144112.3183
STARLINK-31500,2025-07-13T03:09:47Z,141911.4901
STARLINK-31500,2025-07-13T03:09:48Z,139668.2111
STARLINK-31500,2025-07-13T03:09:49Z,137382.0847
STARLINK-31500,2025-07-13T03:09:50Z,135052.7462
STARLINK-31500,2025-07-13T03:09:51Z,132679.8651
STARLINK-31500,2025-07-13T03:09:52Z,130263.1481
STARLINK-31500,2025-07-13T03:09:53Z,127802.3413
STARLINK-31500,2025-07-13T03:09:54Z,125297.2338
STARLINK-31500,2025-07-13T03:09:55Z,122747.66
STARLINK-31500,2025-07-13T03:09:56Z,120153.5025
STARLINK-31500,2025-07-13T03:09:57Z,117514.6952
STARLINK-31500,2025-07-13T03:09:58Z,114831.2257
STARLINK-31500,2025-07-13T03:09:59Z,112103.1389
STARLINK-32005,2025-07-13T03:09:36Z,169254.4594
STARLINK-32005,2025-07-13T03:09:37Z,167648.4636
STARLINK-32005,2025-07-13T03:09:38Z,166011.716
STARLINK-32005,2025-07-13T03:09:39Z,164343.7446
STARLINK-32005,2025-07-13T03:09:40Z,162644.0823
STARLINK-32005,2025-07-13T03:09:41Z,160912.2674
STARLINK-32005,2025-07-13T03:09:42Z,159147.8453
STARLINK-32005,2025-07-13T03:09:43Z,157350.3694
STARLINK-32005,2025-07-13T03:09:44Z,155519.4022
STARLINK-32005,2025-07-13T03:09:45Z,153654.5164
STARLINK-32005,2025-07-13T03:09:46Z,151755.2967
STARLINK-32005,2025-07-13T03:09:47Z,149821.3408
STARLINK-32005,2025-07-13T03:09:48Z,147852.2608
STARLINK-32005,2025-07-13T03:09:49Z,145847.6848
STARLINK-32005,2025-07-13T03:09:50Z,143807.2584
STARLINK-32005,2025-07-13T03:09:51Z,141730.6465
STARLINK-32005,2025-07-13T03:09:52Z,139617.5343
STARLINK-32005,2025-07-13T03:09:53Z,137467.6299
STARLINK-32005,2025-07-13T03:09:54Z,135280.6652
STARLINK-32005,2025-07-13T03:09:55Z,133056.3981
STARLINK-32005,2025-07-13T03:09:56Z,130794.6144
STARLINK-32005,2025-07-13T03:09:57Z,128495.1292
STARLINK-32005,2025-07-13T03:09:58Z,126157.7894
STARLINK-32005,2025-07-13T03:09:59Z,123782.4747
STARLINK-32005,2025-07-13T03:10:00Z,121369.1005
STARLINK-31788,2025-07-13T03:09:00Z,-175113.8095
STARLINK-31788,2025-07-13T03:09:01Z,-176755.3745
STARLINK-31788,2025-07-13T03:09:02Z,-178361.8321
STARLINK-31788,2025-07-13T03:09:03Z,-179933.8638
STARLINK-31788,2025-07-13T03:09:04Z,-181472.1485
STARLINK-31788,2025-07-13T03:09:05Z,-182977.3617
STARLINK-31788,2025-07-13T03:09:06Z,-184450.1749
STARLINK-31788,2025-07-13T03:09:07Z,-185891.2541
STARLINK-31788,2025-07-13T03:09:08Z,-187301.2598
STARLINK-31788,2025-07-13T03:09:09Z,-188680.8459
STARLINK-31788,2025-07-13T03:09:10Z,-190030.6591
STARLINK-31788,2025-07-13T03:09:11Z,-191351.3385
STARLINK-31788,2025-07-13T03:09:12Z,-192643.515
STARLINK-32176,2025-07-13T03:09:00Z,17981.13982
STARLINK-32176,2025-07-13T03:09:01Z,14478.57857
STARLINK-32176,2025-07-13T03:09:02Z,10968.50683
STARLINK-32176,2025-07-13T03:09:03Z,7452.729599
STARLINK-32176,2025-07-13T03:09:04Z,3933.066612
STARLINK-32176,2025-07-13T03:09:05Z,411.3476792
STARLINK-32176,2025-07-13T03:09:06Z,-3110.592054
STARLINK-32176,2025-07-13T03:09:07Z,-6630.916876
STARLINK-32176,2025-07-13T03:09:08Z,-10147.79527
STARLINK-32176,2025-07-13T03:09:09Z,-13659.40468
STARLINK-32176,2025-07-13T03:09:10Z,-17163.93618
STARLINK-32176,2025-07-13T03:09:11Z,-20659.59907
STARLINK-32176,2025-07-13T03:09:12Z,-24144.62542
STARLINK-32176,2025-07-13T03:09:13Z,-27617.27439
STARLINK-32176,2025-07-13T03:09:14Z,-31075.83647
STARLINK-32176,2025-07-13T03:09:15Z,-34518.63746
STARLINK-32176,2025-07-13T03:09:16Z,-37944.04232
STARLINK-32176,2025-07-13T03:09:17Z,-41350.45876
STARLINK-32176,2025-07-13T03:09:18Z,-44736.3406
STARLINK-32176,2025-07-13T03:09:19Z,-48100.19083
STARLINK-32176,2025-07-13T03:09:20Z,-51440.56452
STARLINK-32176,2025-07-13T03:09:21Z,-54756.07132
STARLINK-32176,2025-07-13T03:09:22Z,-58045.37778
STARLINK-32176,2025-07-13T03:09:23Z,-61307.20931
STARLINK-32176,2025-07-13T03:09:24Z,-64540.35192
STARLINK-32176,2025-07-13T03:09:25Z,-67743.65361
STARLINK-32176,2025-07-13T03:09:26Z,-70916.02555
STARLINK-32176,2025-07-13T03:09:27Z,-74056.44285
STARLINK-32176,2025-07-13T03:09:28Z,-77163.94521
STARLINK-32176,2025-07-13T03:09:29Z,-80237.63721
STARLINK-32176,2025-07-13T03:09:30Z,-83276.68836
STARLINK-32176,2025-07-13T03:09:31Z,-86280.3329
STARLINK-32176,2025-07-13T03:09:32Z,-89247.86941
STARLINK-32176,2025-07-13T03:09:33Z,-92178.66013
STARLINK-32176,2025-07-13T03:09:34Z,-95072.13015
STARLINK-32176,2025-07-13T03:09:35Z,-97927.76635
STARLINK-32176,2025-07-13T03:09:36Z,-100745.1162
STARLINK-32176,2025-07-13T03:09:37Z,-103523.7864
STARLINK-32176,2025-07-13T03:09:38Z,-106263.4414
STARLINK-32176,2025-07-13T03:09:39Z,-108963.8017
STARLINK-32176,2025-07-13T03:09:40Z,-111624.6421
STARLINK-32176,2025-07-13T03:09:41Z,-114245.7898
STARLINK-32176,2025-07-13T03:09:42Z,-116827.1229
STARLINK-32176,2025-07-13T03:09:43Z,-119368.5678
STARLINK-32176,2025-07-13T03:09:44Z,-121870.0975
STARLINK-32176,2025-07-13T03:09:45Z,-124331.7295
STARLINK-32176,2025-07-13T03:09:46Z,-126753.5235
STARLINK-32176,2025-07-13T03:09:47Z,-129135.5797
STARLINK-32176,2025-07-13T03:09:48Z,-131478.0361
STARLINK-32176,2025-07-13T03:09:49Z,-133781.067
STARLINK-32176,2025-07-13T03:09:50Z,-136044.8802
STARLINK-32176,2025-07-13T03:09:51Z,-138269.7157
STARLINK-32176,2025-07-13T03:09:52Z,-140455.8428
STARLINK-32176,2025-07-13T03:09:53Z,-142603.5588
STARLINK-32176,2025-07-13T03:09:54Z,-144713.1867
STARLINK-32176,2025-07-13T03:09:55Z,-146785.0733
STARLINK-32176,2025-07-13T03:09:56Z,-148819.5874
STARLINK-32176,2025-07-13T03:09:57Z,-150817.1178
STARLINK-32176,2025-07-13T03:09:58Z,-152778.0717
STARLINK-32176,2025-07-13T03:09:59Z,-154702.8733
STARLINK-32176,2025-07-13T03:10:00Z,-156591.9613
STARLINK-32381,2025-07-13T03:09:19Z,91774.0811
STARLINK-32381,2025-07-13T03:09:20Z,89450.92557
STARLINK-32381,2025-07-13T03:09:21Z,87104.26448
STARLINK-32381,2025-07-13T03:09:22Z,84734.40909
STARLINK-32381,2025-07-13T03:09:23Z,82341.69753
STARLINK-32381,2025-07-13T03:09:24Z,79926.49392
STARLINK-32381,2025-07-13T03:09:25Z,77489.18865
STARLINK-32381,2025-07-13T03:09:26Z,75030.19843
STARLINK-32381,2025-07-13T03:09:27Z,72549.96643
STARLINK-32381,2025-07-13T03:09:28Z,70048.96225
STARLINK-32381,2025-07-13T03:09:29Z,67527.68191
STARLINK-32381,2025-07-13T03:09:30Z,64986.6477
STARLINK-32381,2025-07-13T03:09:31Z,62426.40798
STARLINK-32381,2025-07-13T03:09:32Z,59847.53697
STARLINK-32381,2025-07-13T03:09:33Z,57250.63435
STARLINK-32381,2025-07-13T03:09:34Z,54636.32493
STARLINK-32381,2025-07-13T03:09:35Z,52005.2581
STARLINK-32381,2025-07-13T03:09:36Z,49358.10729
STARLINK-32381,2025-07-13T03:09:37Z,46695.56936
STARLINK-32381,2025-07-13T03:09:38Z,44018.3639
STARLINK-32381,2025-07-13T03:09:39Z,41327.23238
STARLINK-32381,2025-07-13T03:09:40Z,38622.93739
STARLINK-32381,2025-07-13T03:09:41Z,35906.26165
STARLINK-32381,2025-07-13T03:09:42Z,33178.00703
STARLINK-32381,2025-07-13T03:09:43Z,30438.9935
STARLINK-32381,2025-07-13T03:09:44Z,27690.05799
STARLINK-32381,2025-07-13T03:09:45Z,24932.05321
STARLINK-32381,2025-07-13T03:09:46Z,22165.84639
STARLINK-32381,2025-07-13T03:09:47Z,19392.31803
STARLINK-32381,2025-07-13T03:09:48Z,16612.36047
STARLINK-32381,2025-07-13T03:09:49Z,13826.87658
STARLINK-32381,2025-07-13T03:09:50Z,11036.77827
STARLINK-32381,2025-07-13T03:09:51Z,8242.985068
STARLINK-32381,2025-07-13T03:09:52Z,5446.422572
STARLINK-32381,2025-07-13T03:09:53Z,2648.020982
STARLINK-32381,2025-07-13T03:09:54Z,-151.2864668
STARLINK-32381,2025-07-13T03:09:55Z,-2950.565042
STARLINK-32381,2025-07-13T03:09:56Z,-5748.880074
STARLINK-32381,2025-07-13T03:09:57Z,-8545.298505
STARLINK-32381,2025-07-13T03:09:58Z,-11338.89044
STARLINK-32381,2025-07-13T03:09:59Z,-14128.73068
STARLINK-32401,2025-07-13T03:09:00Z,133762.5208
STARLINK-32401,2025-07-13T03:09:01Z,131307.0066
STARLINK-32401,2025-07-13T03:09:02Z,128805.2828
STARLINK-32401,2025-07-13T03:09:03Z,126257.1011
STARLINK-32401,2025-07-13T03:09:04Z,123662.2619
STARLINK-32401,2025-07-13T03:09:05Z,121020.6178
STARLINK-32401,2025-07-13T03:09:06Z,118332.0766
STARLINK-32401,2025-07-13T03:09:07Z,115596.6046
STARLINK-32401,2025-07-13T03:09:08Z,112814.23
STARLINK-32401,2025-07-13T03:09:09Z,109985.0459
STARLINK-32401,2025-07-13T03:09:10Z,107109.2133
STARLINK-32401,2025-07-13T03:09:11Z,104186.9647
STARLINK-32401,2025-07-13T03:09:12Z,101218.6062
STARLINK-32401,2025-07-13T03:09:13Z,98204.52091
STARLINK-32401,2025-07-13T03:09:14Z,95145.17127
STARLINK-32401,2025-07-13T03:09:15Z,92041.10155
STARLINK-32401,2025-07-13T03:09:16Z,88892.94003
STARLINK-32401,2025-07-13T03:09:17Z,85701.40095
STARLINK-32401,2025-07-13T03:09:18Z,82467.28613
STARLINK-32401,2025-07-13T03:09:19Z,79191.48637
STARLINK-32401,2025-07-13T03:09:20Z,75874.98241
STARLINK-32401,2025-07-13T03:09:21Z,72518.84562
STARLINK-32401,2025-07-13T03:09:22Z,69124.23824
STARLINK-32401,2025-07-13T03:09:23Z,65692.41324
STARLINK-32401,2025-07-13T03:09:24Z,62224.71375
STARLINK-32401,2025-07-13T03:09:25Z,58722.572
STARLINK-32401,2025-07-13T03:09:26Z,55187.50788
STARLINK-32401,2025-07-13T03:09:27Z,51621.12694
STARLINK-32401,2025-07-13T03:09:28Z,48025.11798
STARLINK-32401,2025-07-13T03:09:29Z,44401.25009
STARLINK-32401,2025-07-13T03:09:30Z,40751.36932
STARLINK-32401,2025-07-13T03:09:31Z,37077.39475
STARLINK-32401,2025-07-13T03:09:32Z,33381.31421
STARLINK-32401,2025-07-13T03:09:33Z,29665.17947
STARLINK-32401,2025-07-13T03:09:34Z,25931.1011
STARLINK-32401,2025-07-13T03:09:35Z,22181.24286
STARLINK-32401,2025-07-13T03:09:36Z,18417.81578
STARLINK-32401,2025-07-13T03:09:37Z,14643.07187
STARLINK-32401,2025-07-13T03:09:38Z,10859.29761
STARLINK-32401,2025-07-13T03:09:39Z,7068.807102
STARLINK-32401,2025-07-13T03:09:40Z,3273.935117
STARLINK-32401,2025-07-13T03:09:41Z,-522.9700512
STARLINK-32401,2025-07-13T03:09:42Z,-4319.553828
STARLINK-32401,2025-07-13T03:09:43Z,-8113.462636
STARLINK-32401,2025-07-13T03:09:44Z,-11902.35117
STARLINK-32401,2025-07-13T03:09:45Z,-15683.8896
STARLINK-32401,2025-07-13T03:09:46Z,-19455.77071
STARLINK-32401,2025-07-13T03:09:47Z,-23215.7168
STARLINK-32401,2025-07-13T03:09:48Z,-26961.48641
STARLINK-32401,2025-07-13T03:09:49Z,-30690.88087
STARLINK-32401,2025-07-13T03:09:50Z,-34401.75039
STARLINK-32401,2025-07-13T03:09:51Z,-38091.99996
STARLINK-32401,2025-07-13T03:09:52Z,-41759.59481
STARLINK-32401,2025-07-13T03:09:53Z,-45402.56548
STARLINK-32401,2025-07-13T03:09:54Z,-49019.01246
STARLINK-32401,2025-07-13T03:09:55Z,-52607.11042
STARLINK-32401,2025-07-13T03:09:56Z,-56165.11191
STARLINK-32401,2025-07-13T03:09:57Z,-59691.35065
STARLINK-32401,2025-07-13T03:09:58Z,-63184.24432
STARLINK-32401,2025-07-13T03:09:59Z,-66642.29685
STARLINK-32401,2025-07-13T03:10:00Z,-70064.10026
STARLINK-11353 [DTC],2025-07-13T03:09:00Z,-157198.4733
STARLINK-11353 [DTC],2025-07-13T03:09:01Z,-160047.1351
STARLINK-11353 [DTC],2025-07-13T03:09:02Z,-162817.2244
STARLINK-11353 [DTC],2025-07-13T03:09:03Z,-165510.3097
STARLINK-11353 [DTC],2025-07-13T03:09:04Z,-168128.0058
STARLINK-11353 [DTC],2025-07-13T03:09:05Z,-170671.9648
STARLINK-11353 [DTC],2025-07-13T03:09:06Z,-173143.8671
STARLINK-11353 [DTC],2025-07-13T03:09:07Z,-175545.4136
STARLINK-11353 [DTC],2025-07-13T03:09:08Z,-177878.3182
STARLINK-11353 [DTC],2025-07-13T03:09:09Z,-180144.3014
STARLINK-11353 [DTC],2025-07-13T03:09:10Z,-182345.0841
STARLINK-11353 [DTC],2025-07-13T03:09:11Z,-184482.3823
STARLINK-11353 [DTC],2025-07-13T03:09:12Z,-186557.9022
STARLINK-11353 [DTC],2025-07-13T03:09:13Z,-188573.3361
STARLINK-11353 [DTC],2025-07-13T03:09:14Z,-190530.3584
STARLINK-11353 [DTC],2025-07-13T03:09:15Z,-192430.6224
STARLINK-11353 [DTC],2025-07-13T03:09:16Z,-194275.7572
STARLINK-11353 [DTC],2025-07-13T03:09:17Z,-196067.3658
STARLINK-11353 [DTC],2025-07-13T03:09:18Z,-197807.022
STARLINK-11353 [DTC],2025-07-13T03:09:19Z,-199496.2697
STARLINK-32480,2025-07-13T03:09:00Z,-116794.4087
STARLINK-32480,2025-07-13T03:09:01Z,-119501.4253
STARLINK-32480,2025-07-13T03:09:02Z,-122161.8105
STARLINK-32480,2025-07-13T03:09:03Z,-124775.6226
STARLINK-32480,2025-07-13T03:09:04Z,-127342.9765
STARLINK-32480,2025-07-13T03:09:05Z,-129864.0403
STARLINK-32480,2025-07-13T03:09:06Z,-132339.0321
STARLINK-32480,2025-07-13T03:09:07Z,-134768.217
STARLINK-32480,2025-07-13T03:09:08Z,-137151.9039
STARLINK-32480,2025-07-13T03:09:09Z,-139490.4422
STARLINK-32480,2025-07-13T03:09:10Z,-141784.2191
STARLINK-32480,2025-07-13T03:09:11Z,-144033.6566
STARLINK-32480,2025-07-13T03:09:12Z,-146239.2082
STARLINK-32480,2025-07-13T03:09:13Z,-148401.357
STARLINK-32480,2025-07-13T03:09:14Z,-150520.6121
STARLINK-32480,2025-07-13T03:09:15Z,-152597.5065
STARLINK-32480,2025-07-13T03:09:16Z,-154632.5948
STARLINK-32480,2025-07-13T03:09:17Z,-156626.4503
STARLINK-32480,2025-07-13T03:09:18Z,-158579.6631
STARLINK-32480,2025-07-13T03:09:19Z,-160492.838
STARLINK-32480,2025-07-13T03:09:20Z,-162366.5922
STARLINK-32480,2025-07-13T03:09:21Z,-164201.5536
STARLINK-32480,2025-07-13T03:09:22Z,-165998.359
STARLINK-32480,2025-07-13T03:09:23Z,-167757.6522
STARLINK-32480,2025-07-13T03:09:24Z,-169480.0824
STARLINK-32480,2025-07-13T03:09:25Z,-171166.303
STARLINK-32480,2025-07-13T03:09:26Z,-172816.9698
STARLINK-32480,2025-07-13T03:09:27Z,-174432.7401
STARLINK-32480,2025-07-13T03:09:28Z,-176014.2711
STARLINK-32480,2025-07-13T03:09:29Z,-177562.2191
STARLINK-32480,2025-07-13T03:09:30Z,-179077.2382
STARLINK-32480,2025-07-13T03:09:31Z,-180559.9798
STARLINK-32480,2025-07-13T03:09:32Z,-182011.0909
STARLINK-32480,2025-07-13T03:09:33Z,-183431.2143
STARLINK-32480,2025-07-13T03:09:34Z,-184820.9872
STARLINK-32480,2025-07-13T03:09:35Z,-186181.0408
STARLINK-32480,2025-07-13T03:09:36Z,-187511.9995
STARLINK-32480,2025-07-13T03:09:37Z,-188814.4808
STARLINK-32480,2025-07-13T03:09:38Z,-190089.0944
STARLINK-32480,2025-07-13T03:09:39Z,-191336.442
STARLINK-32480,2025-07-13T03:09:40Z,-192557.1168
STARLINK-32480,2025-07-13T03:09:41Z,-193751.7034
STARLINK-32670,2025-07-13T03:09:00Z,-70639.18822
STARLINK-32670,2025-07-13T03:09:01Z,-73568.53788
STARLINK-32670,2025-07-13T03:09:02Z,-76468.78804
STARLINK-32670,2025-07-13T03:09:03Z,-79339.1972
STARLINK-32670,2025-07-13T03:09:04Z,-82179.07483
STARLINK-32670,2025-07-13T03:09:05Z,-84987.78127
STARLINK-32670,2025-07-13T03:09:06Z,-87764.72741
STARLINK-32670,2025-07-13T03:09:07Z,-90509.37419
STARLINK-32670,2025-07-13T03:09:08Z,-93221.23208
STARLINK-32670,2025-07-13T03:09:09Z,-95899.86025
STARLINK-32670,2025-07-13T03:09:10Z,-98544.86577
STARLINK-32670,2025-07-13T03:09:11Z,-101155.9026
STARLINK-32670,2025-07-13T03:09:12Z,-103732.6706
STARLINK-32670,2025-07-13T03:09:13Z,-106274.9141
STARLINK-32670,2025-07-13T03:09:14Z,-108782.4211
STARLINK-32670,2025-07-13T03:09:15Z,-111255.0214
STARLINK-32670,2025-07-13T03:09:16Z,-113692.5856
STARLINK-32670,2025-07-13T03:09:17Z,-116095.0236
STARLINK-32670,2025-07-13T03:09:18Z,-118462.283
STARLINK-32670,2025-07-13T03:09:19Z,-120794.3475
STARLINK-32670,2025-07-13T03:09:20Z,-123091.2358
STARLINK-32670,2025-07-13T03:09:21Z,-125352.9993
STARLINK-32670,2025-07-13T03:09:22Z,-127579.7213
STARLINK-32670,2025-07-13T03:09:23Z,-129771.515
STARLINK-32670,2025-07-13T03:09:24Z,-131928.5217
STARLINK-32670,2025-07-13T03:09:25Z,-134050.91
STARLINK-32670,2025-07-13T03:09:26Z,-136138.8735
STARLINK-32670,2025-07-13T03:09:27Z,-138192.6295
STARLINK-32670,2025-07-13T03:09:28Z,-140212.4178
STARLINK-32670,2025-07-13T03:09:29Z,-142198.4987
STARLINK-32670,2025-07-13T03:09:30Z,-144151.1522
STARLINK-32670,2025-07-13T03:09:31Z,-146070.6758
STARLINK-32670,2025-07-13T03:09:32Z,-147957.384
STARLINK-32670,2025-07-13T03:09:33Z,-149811.6062
STARLINK-32670,2025-07-13T03:09:34Z,-151633.6859
STARLINK-32670,2025-07-13T03:09:35Z,-153423.9793
STARLINK-32670,2025-07-13T03:09:36Z,-155182.8543
STARLINK-32670,2025-07-13T03:09:37Z,-156910.6889
STARLINK-32670,2025-07-13T03:09:38Z,-158607.8705
STARLINK-32670,2025-07-13T03:09:39Z,-160274.7949
STARLINK-32670,2025-07-13T03:09:40Z,-161911.8649
STARLINK-32670,2025-07-13T03:09:41Z,-163519.4896
STARLINK-11490 [DTC],2025-07-13T03:09:24Z,189689.8482
STARLINK-11490 [DTC],2025-07-13T03:09:25Z,187831.6003
STARLINK-11490 [DTC],2025-07-13T03:09:26Z,185921.0368
STARLINK-11490 [DTC],2025-07-13T03:09:27Z,183956.7474
STARLINK-11490 [DTC],2025-07-13T03:09:28Z,181937.309
STARLINK-11490 [DTC],2025-07-13T03:09:29Z,179861.2879
STARLINK-11490 [DTC],2025-07-13T03:09:30Z,177727.2425
STARLINK-11490 [DTC],2025-07-13T03:09:31Z,175533.7276
STARLINK-11490 [DTC],2025-07-13T03:09:32Z,173279.2981
STARLINK-11490 [DTC],2025-07-13T03:09:33Z,170962.5136
STARLINK-11490 [DTC],2025-07-13T03:09:34Z,168581.9428
STARLINK-11490 [DTC],2025-07-13T03:09:35Z,166136.1697
STARLINK-11490 [DTC],2025-07-13T03:09:36Z,163623.7989
STARLINK-11490 [DTC],2025-07-13T03:09:37Z,161043.4619
STARLINK-11490 [DTC],2025-07-13T03:09:38Z,158393.8241
STARLINK-11490 [DTC],2025-07-13T03:09:39Z,155673.5925
STARLINK-11490 [DTC],2025-07-13T03:09:40Z,152881.5229
STARLINK-11490 [DTC],2025-07-13T03:09:41Z,150016.4288
STARLINK-11490 [DTC],2025-07-13T03:09:42Z,147077.1902
STARLINK-11490 [DTC],2025-07-13T03:09:43Z,144062.7631
STARLINK-11490 [DTC],2025-07-13T03:09:44Z,140972.1892
STARLINK-11490 [DTC],2025-07-13T03:09:45Z,137804.6062
STARLINK-11490 [DTC],2025-07-13T03:09:46Z,134559.2589
STARLINK-11490 [DTC],2025-07-13T03:09:47Z,131235.5096
STARLINK-11490 [DTC],2025-07-13T03:09:48Z,127832.8501
STARLINK-11490 [DTC],2025-07-13T03:09:49Z,124350.9129
STARLINK-11490 [DTC],2025-07-13T03:09:50Z,120789.4828
STARLINK-11490 [DTC],2025-07-13T03:09:51Z,117148.5087
STARLINK-11490 [DTC],2025-07-13T03:09:52Z,113428.1151
STARLINK-11490 [DTC],2025-07-13T03:09:53Z,109628.6136
STARLINK-11490 [DTC],2025-07-13T03:09:54Z,105750.5134
STARLINK-11490 [DTC],2025-07-13T03:09:55Z,101794.5323
STARLINK-11490 [DTC],2025-07-13T03:09:56Z,97761.60638
STARLINK-11490 [DTC],2025-07-13T03:09:57Z,93652.89857
STARLINK-11490 [DTC],2025-07-13T03:09:58Z,89469.80715
STARLINK-11490 [DTC],2025-07-13T03:09:59Z,85213.97222
STARLINK-11445 [DTC],2025-07-13T03:09:30Z,198480.3273
STARLINK-11445 [DTC],2025-07-13T03:09:31Z,196825.6051
STARLINK-11445 [DTC],2025-07-13T03:09:32Z,195121.5076
STARLINK-11445 [DTC],2025-07-13T03:09:33Z,193366.5161
STARLINK-11445 [DTC],2025-07-13T03:09:34Z,191559.0808
STARLINK-11445 [DTC],2025-07-13T03:09:35Z,189697.6229
STARLINK-11445 [DTC],2025-07-13T03:09:36Z,187780.5361
